taker_buy_vol,taker_sell_vol,volume,volume_delta,anomaly_multiplier,oi_momentum,hour,is_killzone,is_dead_zone,premium_pricing,fvg_formed,future_return,mss_success
2393.6793898692367,430.5690827887823,2824.248472658019,1963.1103070804545,0.999999996459235,0.0,7,0,0,0,0,-0.00245800074490424,1
1494.4647302155877,1561.6635459400227,3056.1282761556104,-67.19881572443501,1.0394328106197817,0.0041395026630230945,18,0,0,0,0,-0.0017935296067078084,0
1382.2835843709536,1775.3774416053823,3157.6610259763356,-393.0938572344287,1.048123860790727,-0.004412654944305534,22,0,0,1,0,0.00035283768182855027,0
1382.3022943318006,404.2930029957159,1786.5952973275164,978.0092913360847,0.6601961577164357,-0.0009182158051783303,7,0,0,0,0,-0.001176884497184726,1
4649.714412230651,1298.501407150881,5948.215819381532,3351.2130050797696,1.7731680050681748,0.006414407363574717,18,0,0,0,0,0.002621926966335177,1
2866.706230964222,872.0089053487709,3738.715136312993,1994.697325615451,1.0936411636793337,0.004903436876012796,17,1,0,1,1,0.002155782253854217,1
1131.078001740899,1819.6186909841583,2950.6966927250573,-688.5406892432593,0.8803446962539111,-0.00631459868230322,9,1,0,0,0,0.003460583559701739,0
2469.814473431213,1957.3312694679935,4427.145742899207,512.4832039632197,1.2699146497804927,0.002234766182147909,6,1,0,1,0,0.0009452484193065245,0
1998.960264064647,872.1657290175727,2871.12599308222,1126.794535047074,0.8400418262805593,-0.009384212913941703,8,0,0,0,0,0.0035485226929496145,0
215.91494349058542,3477.456591512815,3693.3715350034004,-3261.5416480222298,1.0719747536280604,0.0007335951184508305,0,0,0,1,0,0.0022987242536904864,0
671.2422826877063,1694.3315599436924,2365.5738426313987,-1023.0892772559861,0.706726812053494,0.009875657990872458,18,0,0,1,0,0.003063801512129653,1
2106.1656373481633,909.1984565597282,3015.3640939078914,1196.9671807884351,0.9083597992741592,-0.004209070961503578,4,1,0,1,0,0.0020763525764395134,1
4365.176867483528,376.74215632034844,4741.919023803877,3988.43471116318,1.3828942662801293,-0.003658630276648723,18,0,0,1,0,-0.0005494666738162287,0
1391.8521849591461,2035.8580835441712,3427.7102685033174,-644.0058985850251,0.9996557070444988,0.004286417894232323,0,0,0,0,0,0.001599302488559717,1
1058.0274390543036,2413.4720206409897,3471.4994596952934,-1355.4445815866861,0.9989572843627343,-0.007209283546438329,14,0,1,0,0,0.0014190774848337388,1
1814.0075414721657,1117.5863548947573,2931.593896366923,696.4211865774084,0.8457591768252711,-0.00266913612218975,15,1,0,0,1,0.0010318355592431412,0
1005.2844807180976,1863.449105816811,2868.7335865349087,-858.1646250987134,0.8325812285049187,0.003477081509867126,22,0,0,1,0,0.0038926666561060587,1
1317.7413811391884,4734.675368367003,6052.416749506192,-3416.9339872278147,1.6138523196118748,-0.0026746327219367943,6,1,0,1,0,0.001625052448932883,0
1649.3024789402646,3113.282704344734,4762.5851832849985,-1463.9802254044696,1.2992635362027691,-0.0006811288087295832,11,1,0,0,0,0.001703820177806103,0
640.1373048438835,146.2788739590061,786.4161788028896,493.8584308848774,0.22763494634022552,0.004211060561772912,7,0,0,1,0,0.0026473255841943403,0
2970.060094213139,899.9672633254082,3870.027357538547,2070.092830887731,1.0993172766280426,0.002594882942920251,4,1,0,0,0,0.0028011033945936643,1
535.1814462790401,1502.892572692588,2038.074018971628,-967.7111264135478,0.6084268594938272,0.0018217312206325082,9,1,0,1,0,-0.0048610497025036534,1
472.7934438346734,1767.863780177377,2240.6572240120504,-1295.0703363427037,0.6780192816013993,-0.0011889656003050155,20,1,0,1,0,-0.0009677937895106837,1
1933.9504178881348,1894.0180061149968,3827.9684240031315,39.93241177313803,1.1549770449674903,0.0023317914626679423,4,1,0,0,1,0.003569279305349766,1
2813.3538079790505,2304.789740424996,5118.143548404047,508.5640675540544,1.457771663113481,-0.00011774251235792685,16,1,0,0,0,9.687101669391611e-05,0
1897.8355743570705,1542.6023177534883,3440.437892110559,355.2332566035823,0.9715186725707396,0.0027597465004494115,4,1,0,0,0,0.0007021902903986525,1
1521.7791770846009,1691.1200534852012,3212.899230569802,-169.34087640060034,0.9361367872273396,-0.001967687694985396,21,1,0,1,1,-0.001238206278779103,0
1307.3814349834743,3224.825390737832,4532.206825721307,-1917.4439557543578,1.2908681861599225,-0.000409481908982063,14,0,1,1,0,0.002609123212526359,0
1139.9098306866504,2065.5015457008362,3205.4113763874866,-925.5917150141859,0.9179379906007424,-0.00443310745640968,12,0,1,0,0,0.002900189057328938,0
3437.7993005194494,583.2372128528744,4021.036513372324,2854.562087666575,1.126408050438733,0.00032363894649289497,0,0,0,0,0,0.0007859513039905617,0
2121.043939389922,1810.7817517950236,3931.8256911849458,310.26218759489825,1.0784765865288137,-0.003553110882603049,10,1,0,0,1,0.0015282036811044308,0
1217.318813658654,1506.1718243873063,2723.4906380459606,-288.8530107286522,0.7991600446461253,-0.0050933424625549265,22,0,0,1,0,-0.0007062545562462959,1
936.6065293115572,226.4714823390741,1163.0780116506312,710.1350469724831,0.36913340686451185,0.0017982401666979393,0,0,0,1,0,0.00195409020841351,0
2587.6189567078736,1881.6755964074562,4469.29455311533,705.9433603004175,1.309147629840252,0.0015655467449707705,10,1,0,0,0,0.002681485464475119,1
3383.4416734022175,660.8453065312252,4044.2869799334426,2722.5963668709924,1.180350658251984,0.0044001384677055935,17,1,0,1,1,0.004165059984914012,1
3181.2097818028888,3257.6524825630054,6438.862264365895,-76.44270076011662,1.7213053543252417,-0.001653018709358071,17,1,0,1,1,0.002346920899360958,1
801.047048211347,2281.240491043154,3082.287539254501,-1480.1934428318073,0.8109571203511414,0.0025298446324784267,20,1,0,0,0,0.005941672811712174,0
1298.4978012876243,551.8213661128027,1850.319167400427,746.6764351748216,0.5056150313087934,0.0032301728934758006,15,1,0,0,0,-0.0011768942811252734,1
